labelers_strength,proposed,proposed_penalized,Tao,accuracy-test-classifier,accuracy-test,proposed,proposed_penalized,Tao
0.4155557390967348,0.9467493330485987,0.10625273824185114,0.9989815802814654,0.2378716744913928,0.3865414710485133,0.9467493330485987,0.10625273824185114,0.9989815802814654
0.4477872862054366,0.8587611721784629,0.15079128628702315,0.9995014829299679,0.3458528951486698,0.4460093896713615,0.8587611721784629,0.15079128628702315,0.9995014829299679
0.48074796720696017,0.7638180128096299,0.39778508407923485,0.9992870708387372,0.4788732394366197,0.48043818466353677,0.7638180128096299,0.39778508407923485,0.9992870708387372
0.5106639193881491,0.8352150275577653,0.545661700425226,0.9989145183241558,0.5007824726134585,0.5258215962441315,0.8352150275577653,0.545661700425226,0.9989145183241558
0.5227891804227055,0.826787820496373,0.6863082836552769,0.9995874085366581,0.5539906103286385,0.5492957746478874,0.826787820496373,0.6863082836552769,0.9995874085366581
0.56009636506172,0.9103473578548518,0.8685751278028235,0.9995170648239469,0.7276995305164319,0.5367762128325508,0.9103473578548518,0.8685751278028235,0.9995170648239469
0.5797928042047139,0.9567133174032019,1.0076883078283614,1.0000053751367712,0.7230046948356808,0.5868544600938967,0.9567133174032019,1.0076883078283614,1.0000053751367712
0.5982008926023245,0.9757759279247585,1.1337385515864635,0.9999761265821465,0.86697965571205,0.6259780907668232,0.9757759279247585,1.1337385515864635,0.9999761265821465
0.6522206812524934,1.0418561255275645,1.1829166715710893,1.0000762970077188,0.8748043818466353,0.6416275430359938,1.0418561255275645,1.1829166715710893,1.0000762970077188
0.6611934355709661,1.0740513095020174,1.2169169305452654,1.0001705984405858,0.8591549295774648,0.6494522691705791,1.0740513095020174,1.2169169305452654,1.0001705984405858
0.6615969412852023,1.0102281697232103,1.2002465451666853,1.0000514948423005,0.9107981220657277,0.6697965571205008,1.0102281697232103,1.2002465451666853,1.0000514948423005
0.6965421024291567,1.0780858641514843,1.2118946915335351,0.9999364754030509,0.812206572769953,0.6525821596244131,1.0780858641514843,1.2118946915335351,0.9999364754030509
0.7081468727594479,1.0611038245702629,1.2542958422989932,1.0004207458548802,0.9154929577464789,0.7464788732394366,1.0611038245702629,1.2542958422989932,1.0004207458548802
0.7174852565662234,1.1017443055570175,1.3118365142518384,1.0004996072769805,0.9092331768388107,0.7136150234741784,1.1017443055570175,1.3118365142518384,1.0004996072769805
0.7297974867272254,1.0278560332286633,1.184728023542542,1.0005154829212242,0.8137715179968701,0.704225352112676,1.0278560332286633,1.184728023542542,1.0005154829212242
0.7715625798103982,1.0512937788283825,1.251231027650971,1.0005523807028527,0.8998435054773083,0.7605633802816901,1.0512937788283825,1.251231027650971,1.0005523807028527
0.7726802996615769,1.1344180761482787,1.3180033721665443,1.0004528887480462,0.8701095461658842,0.7699530516431925,1.1344180761482787,1.3180033721665443,1.0004528887480462
0.8712010886900041,1.1178931289527931,1.3197738134186818,1.00060763933766,0.9154929577464789,0.8794992175273866,1.1178931289527931,1.3197738134186818,1.00060763933766
0.9079368912144808,1.1065022904899342,1.323173785155514,1.0006074227268096,0.9420970266040689,0.8951486697965572,1.1065022904899342,1.323173785155514,1.0006074227268096
0.9123851755836933,1.1207991240467465,1.3281817027920793,1.0003383392840421,0.8466353677621283,0.9280125195618153,1.1207991240467465,1.3281817027920793,1.0003383392840421
