labelers_strength,proposed,proposed_penalized,Tao,accuracy-test-classifier,accuracy-test,proposed,proposed_penalized,Tao
0.4155557390967348,0.9876937214831523,0.016003920932706698,0.9990662873869985,0.05702917771883289,0.40450928381962864,0.9876937214831523,0.016003920932706698,0.9990662873869985
0.4477872862054366,0.9610768181113333,0.01770304189984766,0.99848436091979,0.14854111405835543,0.4336870026525199,0.9610768181113333,0.01770304189984766,0.99848436091979
0.48074796720696017,0.900340115141461,0.02028750124040942,0.9991642902300407,0.21883289124668434,0.48673740053050396,0.900340115141461,0.02028750124040942,0.9991642902300407
0.5106639193881491,0.6814426084893589,0.6075759750966641,0.998560235905451,0.48938992042440316,0.48143236074270557,0.6814426084893589,0.6075759750966641,0.998560235905451
0.5227891804227055,0.6510516975051226,0.7116711782061759,0.9997913439828087,0.5862068965517241,0.5570291777188329,0.6510516975051226,0.7116711782061759,0.9997913439828087
0.56009636506172,0.945717275904044,1.1099257723633498,0.9998115860467613,0.8620689655172413,0.5676392572944297,0.945717275904044,1.1099257723633498,0.9998115860467613
0.5797928042047139,0.9353176805262835,1.1007534679747721,1.0000049552284975,0.8992042440318302,0.5543766578249337,0.9353176805262835,1.1007534679747721,1.0000049552284975
0.5982008926023245,1.020450611192784,1.1978068877263879,1.0003057385950436,0.9124668435013262,0.610079575596817,1.020450611192784,1.1978068877263879,1.0003057385950436
0.6522206812524934,1.061938180105179,1.2528430687254246,1.0005029479368008,0.9297082228116711,0.6777188328912467,1.061938180105179,1.2528430687254246,1.0005029479368008
0.6611934355709661,1.0726776428476723,1.2655131673345874,1.0002279844936999,0.9336870026525199,0.7029177718832891,1.0726776428476723,1.2655131673345874,1.0002279844936999
0.6615969412852023,1.0699960367250563,1.26234948821775,1.0002530303125952,0.9270557029177718,0.6631299734748011,1.0699960367250563,1.26234948821775,1.0002530303125952
0.6965421024291567,1.0887187408702999,1.2844379775061208,1.0000570071535455,0.9442970822281167,0.6909814323607427,1.0887187408702999,1.2844379775061208,1.0000570071535455
0.7081468727594479,1.0733412339436232,1.2662960523655673,0.9999932310268532,0.9389920424403183,0.6936339522546419,1.0733412339436232,1.2662960523655673,0.9999932310268532
0.7174852565662234,1.0672470779436483,1.2532978102522767,1.0002865717469906,0.9681697612732095,0.73342175066313,1.0672470779436483,1.2532978102522767,1.0002865717469906
0.7297974867272254,1.0817693163448325,1.2753803376611836,1.0005893882941364,0.9496021220159151,0.7480106100795756,1.0817693163448325,1.2753803376611836,1.0005893882941364
0.7715625798103982,1.0801466941920963,1.2734660163237452,1.0006168668035842,0.9442970822281167,0.7546419098143236,1.0801466941920963,1.2734660163237452,1.0006168668035842
0.7726802996615769,1.0787088155416682,1.2674101940578613,1.0005243009443012,0.9496021220159151,0.7745358090185677,1.0787088155416682,1.2674101940578613,1.0005243009443012
0.8712010886900041,1.0832538070424087,1.277990611175777,1.000541720669148,0.9509283819628647,0.8647214854111406,1.0832538070424087,1.277990611175777,1.000541720669148
0.9079368912144808,1.0768933420219708,1.265094991701783,1.0005911434657686,0.9588859416445623,0.8912466843501327,1.0768933420219708,1.265094991701783,1.0005911434657686
0.9123851755836933,1.0822185840680068,1.2741925392376148,1.000627008857185,0.9602122015915119,0.9323607427055703,1.0822185840680068,1.2741925392376148,1.000627008857185
